,price,mileage,transmission,emission_class,fuel,link,co2,brand,model,warranty,year,brand_model
9822,33990.0,21700.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336544500-audi-a3-allstreet-a3-allstreet-35-tfsi-business-edition-s-tr,131.0,audi,A3,0.0,2024,audi A3
9823,22990.0,26000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336544463-audi-a1-sportback-a1-sportback-25-tfsi-business-edition-adva,127.0,audi,A1,0.0,2024,audi A1
9824,65900.0,10.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336543569-audi-q5-q5-2-0-tfsi-quattro-s-line-s-tronic,170.0,audi,Q5,0.0,2025,audi Q5
9825,63900.0,10.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336543548-audi-a5-avant-a5-avant-2-0-tfsi-s-line-s-tronic,166.0,audi,A5,0.0,2025,audi A5
9826,27990.0,16600.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336543013-audi-a1-sportback-a1-sportback-30-tfsi-business-edition-s-li,129.0,audi,A1,0.0,2025,audi A1
9827,26990.0,16200.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336543007-audi-a1-sportback-a1-sportback-25-tfsi-business-edition-adva,128.0,audi,A1,0.0,2025,audi A1
9828,44990.0,10463.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336543000-audi-q5-q5-40-tfsi-quattro-business-edition-advanced-s-troni,176.0,audi,Q5,0.0,2024,audi Q5
9829,83990.0,4828.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336542886-audi-rs4-avant-rs4-avant-2-9-v6-tfsi-quattro-tiptronic,223.0,audi,RS,0.0,2024,audi RS
9830,33990.0,18800.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336542650-audi-a3-allstreet-a3-allstreet-35-tfsi-business-edition-s-tr,127.0,audi,A3,0.0,2025,audi A3
9831,27990.0,93145.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336542643-audi-a4-avant-a4-avant-40-tfsi-s-line-s-tronic,156.0,audi,A4,0.0,2021,audi A4
9832,38990.0,24500.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336542637-audi-a5-sportback-a5-sportback-35-tfsi-business-edition-s-li,150.0,audi,A5,0.0,2024,audi A5
9833,27990.0,52230.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336542605-audi-a4-avant-a4-avant-35-tfsi-business-edition-attraction-s,143.0,audi,A4,0.0,2023,audi A4
9834,28990.0,15580.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336542596-audi-a4-avant-a4-avant-35-tfsi-business-edition-attraction-s,143.0,audi,A4,0.0,2023,audi A4
9835,36990.0,14750.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336542592-audi-a3-sportback-a3-sportback-35-tfsi-business-edition-s-li,127.0,audi,A3,0.0,2025,audi A3
9837,32320.0,10.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336539969-audi-a1-sportback-audi-a1-sportback-prestige-edition-25-tfsi,129.0,audi,A1,0.0,2025,audi A1
9838,42990.0,11500.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336538140-audi-a5-cabriolet-a5-cabriolet-35-tfsi-business-edition-s-li,168.0,audi,A5,0.0,2024,audi A5
9839,29890.0,4900.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336537994-audi-a1-sportback-a1-sportback-25-tfsi-business-edition-s-li,129.0,audi,A1,0.0,2025,audi A1
9840,35899.0,49465.0,automatic,Euro 6d,petrol,https://www.2dehands.be/v/auto-s/audi/m2336526460-audi-q3-40-tfsi-quattro-s-line-bj-2022-automaat,188.0,audi,Q3,21.0,2022,audi Q3
9841,16450.0,56000.0,automatic,Euro 5,petrol,https://www.2dehands.be/v/auto-s/audi/m2336522757-audi-a6-2-0-tfsi-2013-56280km-zeer-proper-garantie,120.0,audi,A6,0.0,2013,audi A6
9842,29990.0,30000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2285386780-audi-q3-35-tfsi-stronic-front-pdc-virtual-carplay-airco,133.0,audi,Q3,0.0,2022,audi Q3
9843,17990.0,73051.0,automatic,Euro 6b,petrol,https://www.2dehands.be/v/auto-s/audi/m2336514368-audi-a3-sportback-1-0-tfsi-s-tronic-sportzetels-cruise-pdc,107.0,audi,A3,12.0,2018,audi A3
9844,81890.0,118605.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2245505676-audi-rs7-pack-dynamique-soft-close-hud-acc-360-rs-design,265.0,audi,RS,0.0,2020,audi RS
9847,27999.0,187549.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336403701-audi-rs3-quattro-2-5-tfsi-s-tronic-sportback-b-o-led,189.0,audi,RS,0.0,2016,audi RS
9848,18999.0,85000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336353470-audi-a3-e-tron-85-000-km,0.0,audi,A3,0.0,2017,audi A3
9849,31990.0,89000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2285231066-audi-a5-sportback-35tfsi-comp-3x-s-line-lazer-massage-cam,156.0,audi,A5,0.0,2022,audi A5
9850,12250.0,229806.0,automatic,Euro 5,petrol,https://www.2dehands.be/v/auto-s/audi/m2336349183-audi-a4-avant-1-4-tfsi-sport-lease-edition-nieuwe-distribut,120.0,audi,A4,0.0,2017,audi A4
9851,35990.0,46080.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2327154834-audi-q3-35-tfsi-sportback-s-tronic-s-line-camera-xenon,138.0,audi,Q3,0.0,2022,audi Q3
9852,31990.0,130000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2315298708-audi-rs3-rs-interieur-camera-garantie,120.0,audi,RS,0.0,2016,audi RS
9853,37990.0,31250.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336324427-audi-q3-sportback-q3-sportback-35-tfsi-sport-edition-s-line,148.0,audi,Q3,0.0,2024,audi Q3
9854,105000.0,30000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2330477791-audi-rs6-lichte-vracht-stage-2-btw-wagen,120.0,audi,RS,0.0,2023,audi RS
9855,12000.0,130000.0,automatic,Euro 5,petrol,https://www.2dehands.be/v/auto-s/audi/m2336305814-audi-a4-s-line-sport-verkoopkeuring-nieuwe-banden,144.0,audi,A4,0.0,2015,audi A4
9856,35999.0,46484.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336279349-audi-tt-roadster-45-tfsi-quattro-s-line-s-tronic,165.0,audi,TT,0.0,2020,audi TT
9857,25450.0,103278.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336265697-audi-a4-br-2-0tfsi-2021-automaat-sline-apple-cruise-panodak,130.0,audi,A4,0.0,2021,audi A4
9858,25999.0,33977.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2275772214-audi-a3-sportback-30-tfsi-sport-edition-1-jaar-garantie,116.0,audi,A3,0.0,2021,audi A3
9859,25450.0,122845.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2315204803-audi-q3-35-tfsi-s-tronic,120.0,audi,Q3,0.0,2018,audi Q3
9860,31899.0,79879.0,automatic,Euro 6d,petrol,https://www.2dehands.be/v/auto-s/audi/m2336256160-audi-q3-35-tfsi-act-s-line-bj-2021-automaat,158.0,audi,Q3,21.0,2021,audi Q3
9861,19499.0,98000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2331175400-audi-a3-cabriolet-benzine-automaat-topstaat,114.0,audi,A3,0.0,2017,audi A3
9862,23990.0,71275.0,automatic,Euro 6d,petrol,https://www.2dehands.be/v/auto-s/audi/m2336235606-audi-a3-a3-30-tfsi-berline-s-tronic-sportzetels-camera,120.0,audi,A3,12.0,2022,audi A3
9863,21990.0,11435.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336228225-audi-a1-sportback-a1-sportback-30-tfsi-business-edition-s-li,128.0,audi,A1,0.0,2024,audi A1
9864,21990.0,17148.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336226908-audi-a1-sportback-a1-sportback-30-tfsi-business-edition-s-li,128.0,audi,A1,0.0,2024,audi A1
9865,50971.0,10.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336225842-audi-a5-avant-s-line-tfsi-110-kw-s-tronic,158.0,audi,A5,0.0,2025,audi A5
9866,35400.0,46895.0,automatic,Euro 6d,petrol,https://www.2dehands.be/v/auto-s/audi/m2336225012-audi-a5-a5-sportback-40-tfsi-s-tronic-s-line-navi-pdc,153.0,audi,A5,12.0,2022,audi A5
9868,34500.0,55585.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336222413-audi-a4-avant-a4-avant-40-tfsi-advanced-s-tronic,149.0,audi,A4,0.0,2023,audi A4
9869,32280.0,10.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336222357-audi-a1-sportback-a1-sportback-30-tfsi-sport-edition-s-troni,128.0,audi,A1,0.0,2025,audi A1
9870,25990.0,26324.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336213848-audi-a3-sportback-a3-sportback-30-tfsi-business-edition-attr,116.0,audi,A3,0.0,2023,audi A3
9871,24000.0,31000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336213829-audi-a3-35tfsi,120.0,audi,A3,0.0,2020,audi A3
9872,21990.0,11679.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336203975-audi-a1-sportback-a1-sportback-30-tfsi-business-edition-s-li,128.0,audi,A1,0.0,2024,audi A1
9873,40990.0,15949.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336202408-audi-q3-q3-35-tfsi-business-edition-s-line-s-tronic,151.0,audi,Q3,0.0,2025,audi Q3
9874,41990.0,17323.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336202405-audi-q3-sportback-q3-sportback-35-tfsi-business-edition-s-li,152.0,audi,Q3,0.0,2025,audi Q3
9875,41990.0,10358.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336202400-audi-q3-sportback-q3-sportback-35-tfsi-business-edition-s-li,152.0,audi,Q3,0.0,2025,audi Q3
9876,39490.0,23830.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336202397-audi-q3-sportback-q3-sportback-35-tfsi-business-edition-s-li,154.0,audi,Q3,0.0,2024,audi Q3
9877,40990.0,11917.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336202393-audi-q3-q3-35-tfsi-business-edition-s-line-s-tronic,151.0,audi,Q3,0.0,2025,audi Q3
9878,40990.0,13401.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336202388-audi-q3-q3-35-tfsi-business-edition-s-line-s-tronic,151.0,audi,Q3,0.0,2025,audi Q3
9879,21990.0,37443.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336202380-audi-a1-sportback-a1-sportback-30-tfsi-business-edition-s-li,128.0,audi,A1,0.0,2024,audi A1
9880,22500.0,55295.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336199950-audi-a1-sportback-a1-sportback-30-tfsi-advanced-s-tronic-eu,134.0,audi,A1,0.0,2021,audi A1
9882,107950.0,37000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2276023079-audi-rsq8-keramisch-23inch-softclose-btw-in,305.0,audi,Q8,0.0,2023,audi Q8
9885,36950.0,12900.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336163261-audi-q3-35-tfsi-sportback-s-tronic-business-shadowlook,152.0,audi,Q3,0.0,2024,audi Q3
9886,41999.0,83000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2315116981-audi-rs3-sportback-2-5tfsi-quattro-auto-toit-pano-b-o-cuir,120.0,audi,RS,0.0,2020,audi RS
9887,9500.0,207500.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2319797188-audi-a4-s-line-2015-benzine,120.0,audi,A4,0.0,2015,audi A4
9888,28990.0,44606.0,automatic,Euro 6d,petrol,https://www.2dehands.be/v/auto-s/audi/m2336139361-audi-a4-a4-avant-35-tfsi-s-tronic-virtual-leder-carplay,128.0,audi,A4,12.0,2021,audi A4
9889,64975.0,149495.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2325945838-audi-sq8-4-0tfsi-v8-quattro-507pk,290.0,audi,Q8,0.0,2021,audi Q8
9890,8500.0,175000.0,automatic,Euro 5,petrol,https://www.2dehands.be/v/auto-s/audi/m2336117908-audi-a4-2-0tfsi-autom-quattro-eu5-s-line-full-option,225.0,audi,A4,0.0,2012,audi A4
9891,29950.0,150436.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2325350141-audi-a6-40-tfsi-3x-s-line-s-tronic,146.0,audi,A6,0.0,2021,audi A6
9892,11450.0,258526.0,automatic,Euro 5,petrol,https://www.2dehands.be/v/auto-s/audi/m2336091604-audi-a6-limousine-2-0-tfsi-pro-line-plus-s-line-luchtvering,149.0,audi,A6,0.0,2012,audi A6
9893,28500.0,83600.0,automatic,Euro 6d-TEMP,petrol,https://www.2dehands.be/v/auto-s/audi/m2336084863-audi-tt-roadster-40-tfsi-s-line-bj-2019-automaat,120.0,audi,TT,12.0,2019,audi TT
9894,24990.0,40457.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2336062688-audi-a3-sportback-35-tfsi-sport-garantie-12-mois,109.0,audi,A3,12.0,2020,audi A3
9895,17800.0,55720.0,automatic,Euro 6d-TEMP,petrol,https://www.2dehands.be/v/auto-s/audi/m2336022742-audi-a1-a1-30-tfsi-sportback-s-tronic-navi-cruise-lane-dab,120.0,audi,A1,12.0,2019,audi A1
9896,31795.0,86550.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2282396985-audi-a5-sportback-40-tfsi,135.0,audi,A5,0.0,2021,audi A5
9897,39990.0,52800.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335999861-audi-rs3-met-garantie,120.0,audi,RS,0.0,2019,audi RS
9898,27500.0,87485.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2334877891-audi-a3-sportback-35-tfsi-s-line-org-nl-panodak-sportstoel,120.0,audi,A3,0.0,2020,audi A3
9899,27995.0,28534.0,automatic,Euro 6d,petrol,https://www.2dehands.be/v/auto-s/audi/m2335984153-audi-a3-sportback-s-line-35-1-5tfsi-s-tronic-sportback-s-li,130.0,audi,A3,0.0,2021,audi A3
9900,24819.0,94276.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335942627-audi-a4-avant-35-tfsi-business-edition-navi-clima-3-zone-led,145.0,audi,A4,0.0,2021,audi A4
9902,19990.0,85000.0,automatic,Euro 6b,petrol,https://www.2dehands.be/v/auto-s/audi/m2335916755-audi-q3-1-4-tfsi-s-tronic-sport-1er-main-led-navi,134.0,audi,Q3,12.0,2018,audi Q3
9903,24990.0,38750.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335913273-audi-a3-sportback-30-tfsi-gar-12-mois-cockpit-sport,99.0,audi,A3,12.0,2022,audi A3
9905,25998.0,73821.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335882662-audi-a4-35-tfsi-advanced-s-tronic-cuir-navi-to-pano-full-led,129.0,audi,A4,12.0,2021,audi A4
9906,28999.0,156000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335873210-audi-a7-sportback,120.0,audi,A7,0.0,2015,audi A7
9907,41990.0,16.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335864551-audi-a5-a5-2-0-tfsi-s-line-s-tronic,154.0,audi,A5,0.0,2025,audi A5
9908,26490.0,13102.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335864541-audi-a1-sportback-a1-sportback-25-tfsi-business-edition-s-li,129.0,audi,A1,0.0,2024,audi A1
9909,46990.0,16.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335864545-audi-a3-sportback-a3-sportback-35-tfsi-business-edition-s-li,131.0,audi,A3,0.0,2024,audi A3
9910,43990.0,17500.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335864133-audi-a3-sedan-a3-sedan-35-tfsi-s-line-s-tronic,124.0,audi,A3,0.0,2025,audi A3
9911,58990.0,11000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335864115-audi-a6-avant-a6-avant-2-0-tfsi-s-line-s-tronic,163.0,audi,A6,0.0,2025,audi A6
9912,41990.0,5000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335863872-audi-q3-q3-35-tfsi-sport-edition-s-line-s-tronic,159.0,audi,Q3,0.0,2025,audi Q3
9913,52900.0,10.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335863850-audi-a5-avant-a5-avant-2-0-tfsi-quattro-advanced-s-tronic,10.0,audi,A5,0.0,2025,audi A5
9914,21490.0,8329.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335863586-audi-a1-sportback-a1-sportback-25-tfsi-business-ed-advanced,134.0,audi,A1,0.0,2024,audi A1
9915,41990.0,7125.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335863561-audi-q3-sportback-q3-sportback-35-tfsi-business-edition-s-li,152.0,audi,Q3,0.0,2025,audi Q3
9916,29990.0,34466.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335863549-audi-a3-sportback-a3-sportback-35-tfsi-s-line-s-tronic,134.0,audi,A3,0.0,2024,audi A3
9917,21990.0,26882.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335863553-audi-a1-sportback-a1-sportback-30-tfsi-business-edition-s-li,128.0,audi,A1,0.0,2024,audi A1
9918,27800.0,10.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335862812-audi-a1-sportback-prestige-edition-25tfsi-95pk-stronic-sline,127.0,audi,A1,0.0,2025,audi A1
9919,28920.0,10.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335862808-audi-a1-sportback-prestige-edition-25tfsi-95pk-s-tronic-slin,129.0,audi,A1,0.0,2025,audi A1
9920,69817.0,9.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335862511-audi-q5-sportback-s-line-tfsi-quattro-150-kw-s-tronic-busine,169.0,audi,Q5,0.0,2025,audi Q5
9921,33390.0,7.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335862278-audi-a1-sportback-audi-a1-sportback-prestige-edition-25-tfsi,129.0,audi,A1,0.0,2025,audi A1
9922,75990.0,4000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335860800-audi-rs3-sportback-rs3-sportback-2-5-tfsi-quattro-s-tronic,207.0,audi,RS,0.0,2025,audi RS
9923,31590.0,5.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335858354-audi-a1-sportback-audi-a1-sportback-business-edition-s-line,129.0,audi,A1,0.0,2025,audi A1
9924,40990.0,24000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335858147-audi-a5-avant-audi-a5-avant-advanced-tfsi-110-kw-s-tronic,157.0,audi,A5,0.0,2025,audi A5
9925,27490.0,20000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335858091-audi-a1-sportback-audi-a1-sportback-business-edition-advance,127.0,audi,A1,0.0,2025,audi A1
9926,25490.0,34500.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335858060-audi-a3-sportback-audi-a3-sportback-30-tfsi-81-110-kw-ps-s,99.0,audi,A3,0.0,2024,audi A3
9927,26990.0,29142.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/audi/m2335858033-audi-a3-sedan-a3-35-tfsi-attraction-s-tronic,125.0,audi,A3,0.0,2023,audi A3
9928,23900.0,79806.0,automatic,Euro 5,petrol,https://www.2dehands.be/v/auto-s/audi/m2335856698-audi-tt-coupa-tt-coupa-1-8-tfsi-s-tronic,129.0,audi,TT,0.0,2016,audi TT
9929,7990.0,41255.0,manual,Euro 5,petrol,https://gocar.be/en/cars/ford/fiesta/titanium/id/4905907,105.0,ford,Fiesta,12.0,2013.0,ford Fiesta
9930,22990.0,19050.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/ford/focus/focus-10-ecoboost-mhev-st-line/id/4905561,126.0,ford,Focus,12.0,2024.0,ford Focus
9931,20950.0,22557.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/ford/fiesta/st-line-automaat-garantie/id/4904671,118.0,ford,Fiesta,0.0,2023.0,ford Fiesta
9932,16990.0,47277.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/ford/fiesta/boite-automatique/id/4905608,104.0,ford,Fiesta,12.0,2021.0,ford Fiesta
9933,21998.0,21584.0,manual,Euro 6,petrol,https://gocar.be/en/cars/ford/focus/focus-turnier-10-st-line-navi-carplay/id/4905627,130.0,ford,Focus,12.0,2025.0,ford Focus
9934,7999.0,91302.0,manual,Euro 5,petrol,https://gocar.be/en/cars/ford/fiesta/10-trend/id/4905376,105.0,ford,Fiesta,12.0,2016.0,ford Fiesta
9935,20500.0,43070.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/ford/focus/st-lineautomaat/id/4905679,119.0,ford,Focus,0.0,2012.0,ford Focus
9936,15995.0,84294.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/ford/focus/st-line-x-10i-ecoboost-mhev-st-line-x-10i-ecoboost-mhev-gps-camera-pdc-cruiseacc-alu-17/id/4904744,120.0,ford,Focus,0.0,2021.0,ford Focus
9937,10950.0,70939.0,manual,Euro 6,petrol,https://gocar.be/en/cars/ford/fiesta/fiesta-10-ecoboost-s/id/4904696,97.0,ford,Fiesta,12.0,2018.0,ford Fiesta
9938,16599.0,14142.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/ford/ecosport/10-ecoboost-st-line/id/4905152,142.0,ford,EcoSport,12.0,2022.0,ford EcoSport
9940,13495.0,52022.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/ford/fiesta/10-i-ecoboost-100pk-trend-luxe-5d-23-52000km-75906/id/4905058,121.0,ford,Fiesta,12.0,2023.0,ford Fiesta
9941,8599.0,101687.0,manual,Euro 5,petrol,https://gocar.be/en/cars/ford/fiesta/10-ecoboost-st-line/id/4905096,99.0,ford,Fiesta,12.0,2016.0,ford Fiesta
9942,10299.0,119887.0,manual,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/ford/focus/10-ecoboost-coolconnect/id/4905085,130.0,ford,Focus,12.0,2019.0,ford Focus
9943,20500.0,47770.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/ford/focus/st-lineautomaat/id/4904942,119.0,ford,Focus,0.0,2023.0,ford Focus
9944,9999.0,86000.0,manual,Euro 6,diesel,https://gocar.be/en/cars/ford/focus/15-tdci-break-86000km/id/4905514,119.0,ford,Focus,0.0,2018.0,ford Focus
9945,15099.0,126985.0,manual,Euro 6d,diesel,https://gocar.be/en/cars/ford/focus/15-tdci-ecoblue-st-line-x/id/4905131,117.0,ford,Focus,12.0,2021.0,ford Focus
9946,11500.0,150000.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/ford/focus/focus-10-ecoboost-start-stop-automaat-navi/id/4905481,125.0,ford,Focus,12.0,2018.0,ford Focus
9947,12599.0,53537.0,manual,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/ford/fiesta/10-ecoboost-titanium/id/4905201,116.0,ford,Fiesta,12.0,2020.0,ford Fiesta
9948,20099.0,47164.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/ford/focus/15-tdci-ecoblue-titanium/id/4905487,131.0,ford,Focus,12.0,2024.0,ford Focus
9949,16099.0,71040.0,manual,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/ford/fiesta/15-ecoboost-st/id/4905491,158.0,ford,Fiesta,12.0,2020.0,ford Fiesta
9950,8990.0,70000.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/ford/fiesta/ford-fiesta-12mois-de-garantie/id/4905356,119.0,ford,Fiesta,0.0,2019.0,ford Fiesta
9951,5350.0,136154.0,manual,Euro 5,petrol,https://gocar.be/en/cars/ford/fiesta/trend-eco-boost/id/4904427,129.0,ford,Fiesta,12.0,2015.0,ford Fiesta
9952,16450.0,67783.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/ford/ecosport/st-line-camera-10-i-125pk-automaat-19-67000km-27343/id/4904445,140.0,ford,EcoSport,12.0,2019.0,ford EcoSport
9953,21250.0,52661.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/ford/focus/clipper-st-line-styleautomaatcameracarplay/id/4903308,119.0,ford,Focus,0.0,2023.0,ford Focus
9954,18690.0,54578.0,manual,Euro 6,petrol,https://gocar.be/en/cars/ford/focus/ecoboost-mhev-titanium-x/id/4903210,120.0,ford,Focus,12.0,2022.0,ford Focus
9955,13699.0,52785.0,manual,Euro 6,petrol,https://gocar.be/en/cars/ford/fiesta/10i-ecoboost-70kw-titanium-x-garantie-12m/id/4903839,121.0,ford,Fiesta,0.0,2022.0,ford Fiesta
9957,2945.0,254635.0,manual,Euro 5,diesel,https://gocar.be/en/cars/ford/focus/16-tdci-115pk-titanium-luxe-leder-11-254000km-86731/id/4904454,109.0,ford,Focus,12.0,2011.0,ford Focus
9959,18099.0,20866.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/ford/fiesta/10-ecoboost-mild-hybrid-titanium-x/id/4904130,114.0,ford,Fiesta,12.0,2024.0,ford Fiesta
9960,7500.0,129003.0,manual,Euro 6,petrol,https://gocar.be/en/cars/ford/focus/focus-turnier-10-ecoboost-start-stopp-system-busi/id/4904466,119.0,ford,Focus,12.0,2017.0,ford Focus
9961,10945.0,80936.0,manual,Euro 5,petrol,https://gocar.be/en/cars/ford/ecosport/ecosport-camera-cruise-control-garantie/id/4904143,119.0,ford,EcoSport,0.0,2018.0,ford EcoSport
9962,11500.0,41590.0,manual,Euro 6,petrol,https://gocar.be/en/cars/ford/fiesta/11i-63kw-business-class-benzine-weinig-km/id/4903270,101.0,ford,Fiesta,0.0,2019.0,ford Fiesta
9963,7995.0,111824.0,manual,Euro 5,petrol,https://gocar.be/en/cars/ford/fiesta/10i-ecoboost-74kw-business-class/id/4903309,110.0,ford,Fiesta,0.0,2018.0,ford Fiesta
9964,14995.0,76181.0,automatic,Euro 6b,diesel,https://gocar.be/en/cars/ford/focus/clipper-15-ecobleu-120pk-powershift-titanium-bussines/id/4904407,119.0,ford,Focus,12.0,2019.0,ford Focus
