,mileage,transmission,link,price,emission_class,fuel,co2,brand,model,warranty,year,brand_model
6202,19000.0,manual,https://gocar.be/en/cars/volkswagen/taigo/10-tsi-life-opf/id/4566358,23890.0,Euro 6d,petrol,125.0,volkswagen,Taigo,12.0,2024.0,volkswagen Taigo
6203,30000.0,automatic,https://gocar.be/en/cars/volkswagen/taigo/10-tsi-life-opf-dsg/id/4566412,24990.0,Euro 6d,petrol,134.0,volkswagen,Taigo,12.0,2024.0,volkswagen Taigo
6204,25000.0,manual,https://gocar.be/en/cars/volkswagen/taigo/10-tsi-life-opf/id/4566466,23850.0,Euro 6d,petrol,125.0,volkswagen,Taigo,12.0,2024.0,volkswagen Taigo
6206,39653.0,manual,https://gocar.be/en/cars/volkswagen/transporter/t61-1000-lwb-transporter-dubbel-cabine-laadbak110pk-6-ziplaatsenaircoapp-connect/id/4567240,29985.0,Euro 6d,diesel,204.0,volkswagen,Transporter,12.0,2021.0,volkswagen Transporter
6207,19232.0,manual,https://gocar.be/en/cars/volkswagen/taigo/taigo-united-10-tsi-70-kw-95-pk-5-versnellingen-manueel-demo/id/4567355,19490.0,Euro 6d,petrol,125.0,volkswagen,Taigo,12.0,2024.0,volkswagen Taigo
6208,6329.0,manual,https://gocar.be/en/van/volkswagen/transporter/t61-1200-fou-swb-transporter-61-panel-van-20-l-81-kw-tdi-scr-front-wheel-drive-5-speed-wheelbase-3-000-mm/id/4567585,36450.0,Euro 6d,diesel,186.0,volkswagen,Transporter,12.0,2023.0,volkswagen Transporter
6209,19601.0,automatic,https://gocar.be/en/cars/volkswagen/taigo/taigo-life-10-l-tsi-gpf-81-kw-110-ps-7-speed-dual-clutch-transmission-dsg/id/4567611,26500.0,Euro 6d,petrol,133.0,volkswagen,Taigo,12.0,2024.0,volkswagen Taigo
6210,5.0,manual,https://gocar.be/en/van/volkswagen/transporter/t61-1000-fou-swb-transporter-61-panel-van-panel-van-swb-20-tdi-81-kw-5gm/id/4563103,38990.0,Euro 6d,diesel,186.0,volkswagen,Transporter,12.0,2023.0,volkswagen Transporter
6211,28228.0,manual,https://gocar.be/en/cars/volkswagen/taigo/taigo-life-business-10-tsi-70-kw-95-pk-5-versnellingen-manueel/id/4563113,20990.0,Euro 6d,petrol,124.0,volkswagen,Taigo,12.0,2023.0,volkswagen Taigo
6212,5.0,manual,https://gocar.be/en/van/volkswagen/transporter/t61-1000-fou-swb-transporter-61-panel-van-panel-van-swb-20-tdi-110-kw-6gm/id/4563119,35990.0,Euro 6d,diesel,185.0,volkswagen,Transporter,12.0,2023.0,volkswagen Transporter
6213,25500.0,automatic,https://gocar.be/en/cars/volkswagen/taigo/taigo-life-business-10-tsi-81-kw-110-pk-7-versnellingen-dsg/id/4563133,23990.0,Euro 6d,petrol,133.0,volkswagen,Taigo,12.0,2023.0,volkswagen Taigo
6214,14000.0,automatic,https://gocar.be/en/cars/volkswagen/taigo/taigo-life-business10-tsi-85-kw-116-ch-7-vitesses-dsg/id/4566575,27290.0,Euro 6,petrol,130.0,volkswagen,Taigo,12.0,2025.0,volkswagen Taigo
6215,19898.0,manual,https://gocar.be/en/cars/volkswagen/taigo/taigo-life-business-10-tsi-85-kw-116-pk-6-versnellingen-manueel-demo/id/4567245,21990.0,Euro 6,petrol,126.0,volkswagen,Taigo,12.0,2024.0,volkswagen Taigo
6216,37386.0,manual,https://gocar.be/en/cars/volkswagen/taigo/carplayclimaps-aracc/id/4568465,18990.0,Euro 6,petrol,123.0,volkswagen,Taigo,12.0,2022.0,volkswagen Taigo
6217,28500.0,manual,https://gocar.be/en/van/volkswagen/transporter/t61-1200-fou-swb-transporter-61-panel-van-20-l-81-kw-tdi-scr-front-wheel-drive-5-speed-wheelbase-3-000-mm/id/4566202,31990.0,Euro 6d,diesel,198.0,volkswagen,Transporter,12.0,2023.0,volkswagen Transporter
6218,12500.0,manual,https://gocar.be/en/cars/volkswagen/taigo/taigo-life-10-tsi-81-kw-110-ch-6-vitesses-manuel/id/4566384,25690.0,Euro 6d,petrol,123.0,volkswagen,Taigo,12.0,2024.0,volkswagen Taigo
6219,123500.0,manual,https://gocar.be/en/cars/volkswagen/taigo/taigo-life-business-10-tsi-81-kw-110-ch-6-vitesses-manuel/id/4566287,18490.0,Euro 6d,petrol,124.0,volkswagen,Taigo,12.0,2022.0,volkswagen Taigo
6220,40000.0,manual,https://gocar.be/en/cars/volkswagen/taigo/taigo-10-tsi-life-business-opf/id/4566426,22990.0,Euro 6d,petrol,109.0,volkswagen,Taigo,12.0,2023.0,volkswagen Taigo
6221,44000.0,manual,https://gocar.be/en/cars/volkswagen/taigo/10-tsi-81-kw-110-ch-6-vitesses-manuel/id/4566573,18990.0,Euro 6d,petrol,109.0,volkswagen,Taigo,12.0,2023.0,volkswagen Taigo
6223,19500.0,automatic,https://gocar.be/en/cars/volkswagen/taigo/taigo-life-business10-tsi-85-kw-116-ch-7-vitesses-dsg/id/4566571,28290.0,Euro 6,petrol,130.0,volkswagen,Taigo,12.0,2025.0,volkswagen Taigo
6227,25115.0,automatic,https://gocar.be/en/cars/volkswagen/taigo/15-r-line-automaat-camera-acc-led/id/4459545,29500.0,Euro 6d-TEMP,petrol,155.0,volkswagen,Taigo,0.0,2024.0,volkswagen Taigo
6228,10.0,automatic,https://gocar.be/en/van/volkswagen/transporter/t61-20tdi-automaat-navigatie-cruis-33000ex/id/4458785,39930.0,Euro 6d,diesel,189.0,volkswagen,Transporter,12.0,2022.0,volkswagen Transporter
6231,143025.0,manual,https://gocar.be/en/van/volkswagen/t6-transporter/2cab-15000eurtvabtw/id/4305051,15125.0,Euro 6,diesel,153.0,volkswagen,Transporter,0.0,2016.0,volkswagen Transporter
6232,107574.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/14-ehybrid-elegance/id/4905089,24399.0,Euro 6d,hybrid - petrol,39.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
6233,118700.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/14-tsi-r-linegpspanocameracarnetgarantie/id/4905360,19900.0,Euro 6b,petrol,137.0,volkswagen,Tiguan,12.0,2018.0,volkswagen Tiguan
6234,68605.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-r-line-14tsi-ehybrid-phev-245pk-full-lednaviapp-connectadaptive-cruiseblthcamerazetelverwarming/id/4905347,29990.0,Euro 6d,hybrid - petrol,42.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
6236,86000.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-20-tdi-scr-r-line-full/id/4903841,33499.0,Euro 6d,diesel,125.0,volkswagen,Tiguan,0.0,2022.0,volkswagen Tiguan
6238,126200.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/20-tdi-scr-highline-cam360-pano-distronic-attrem/id/4903863,20990.0,Euro 5,diesel,125.0,volkswagen,Tiguan,0.0,2019.0,volkswagen Tiguan
6239,54535.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/r-line-15-tsi-150-pk-dsg-automaat/id/4902513,35990.0,Euro 6d,petrol,157.0,volkswagen,Tiguan,12.0,2023.0,volkswagen Tiguan
6240,32216.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/15-etsi-mhev-130pk-automaat-life-luxe-trekhaak-24-32000km-50505/id/4902832,32850.0,Euro 6d-TEMP,hybrid,139.0,volkswagen,Tiguan,12.0,2024.0,volkswagen Tiguan
6241,69266.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/20-tdi-trendline-bluemotion/id/4902336,17999.0,Euro 6d-TEMP,diesel,146.0,volkswagen,Tiguan,12.0,2019.0,volkswagen Tiguan
6243,91710.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-20-tdi-scr-life-dsg/id/4902471,25990.0,Euro 6d,diesel,125.0,volkswagen,Tiguan,0.0,2022.0,volkswagen Tiguan
6244,77350.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-trend-fun-14-tsi-bluemotion-technology-92-kw-125-ch-6-vitesses-manuel/id/4902850,12990.0,Euro 6b,petrol,120.0,volkswagen,Tiguan,12.0,2016.0,volkswagen Tiguan
6246,76041.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/20tdi-r-line-dsg-neuf-full-option-76041km-gar/id/4902538,28900.0,Euro 6d,diesel,122.0,volkswagen,Tiguan,12.0,2020.0,volkswagen Tiguan
6247,24023.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-r-line-trekhaaksensoren-voorachterextr/id/4902660,36975.0,Euro 6,petrol,157.0,volkswagen,Tiguan,0.0,2024.0,volkswagen Tiguan
6248,29898.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-act-life-app-connectsensoren-voorachter/id/4902666,27495.0,Euro 6,petrol,143.0,volkswagen,Tiguan,0.0,2023.0,volkswagen Tiguan
6249,62627.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/14-tsi-ehybrid-r-line-dsg-panodakapp-connectac/id/4902687,34495.0,Euro 6,hybrid - petrol,42.0,volkswagen,Tiguan,0.0,2021.0,volkswagen Tiguan
6250,55721.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/r-line-20-tdi-150-pk-dsg-automaat/id/4902872,35990.0,Euro 6d,diesel,150.0,volkswagen,Tiguan,12.0,2023.0,volkswagen Tiguan
6251,58095.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-act-comfortline-bluemotion/id/4902896,23699.0,Euro 6d,petrol,157.0,volkswagen,Tiguan,12.0,2020.0,volkswagen Tiguan
6252,31519.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/carplay-trekhaak-camera-2j-garantie/id/4902930,35497.0,Euro 6e,hybrid - petrol,144.0,volkswagen,Tiguan,24.0,2024.0,volkswagen Tiguan
6253,122642.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/iq-drive/id/4903009,26000.0,Euro 6d,petrol,125.0,volkswagen,Tiguan,0.0,2020.0,volkswagen Tiguan
6254,141622.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/4motionoffroadled/id/4901809,18950.0,Euro 6b,diesel,125.0,volkswagen,Tiguan,0.0,2018.0,volkswagen Tiguan
6255,46149.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/active-15-tsi-130-pk-6v-acc-camera-apple-carplay/id/4901691,25990.0,Euro 6d,petrol,143.0,volkswagen,Tiguan,12.0,2022.0,volkswagen Tiguan
6256,32401.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/r-lineautomaat150pkcamerapanodakcarplaytopwaybe/id/4901435,44990.0,Euro 6d,petrol,158.0,volkswagen,Tiguan,12.0,2024.0,volkswagen Tiguan
6257,28563.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15-etsi-opf-dsg-elegance-360-cam/id/4900455,35900.0,Euro 6,petrol,101.0,volkswagen,Tiguan,0.0,2024.0,volkswagen Tiguan
6258,8868.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/elegance-15-etsi-dsg/id/4899465,38990.0,Euro 6,petrol,143.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
6259,52365.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15-tsi-act-comfortline-opf/id/4898426,24900.0,Euro 6d,petrol,125.0,volkswagen,Tiguan,0.0,2023.0,volkswagen Tiguan
6260,114813.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/20-diesel-man-airco-pano-topstaat-1ste-eig/id/4899195,19990.0,Euro 6,diesel,149.0,volkswagen,Tiguan,0.0,2019.0,volkswagen Tiguan
6261,97844.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/comfortline-15-tsi-96-kw-130-ch-6-vitesses-manuel/id/4898548,23950.0,Euro 6d,petrol,130.0,volkswagen,Tiguan,12.0,2019.0,volkswagen Tiguan
6262,107874.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-act-iqdrive/id/4899112,17499.0,Euro 6d-TEMP,petrol,160.0,volkswagen,Tiguan,12.0,2019.0,volkswagen Tiguan
6263,9633.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15-tsi-dsgcarplaycameranavihtd-seats/id/4898629,34990.0,Euro 6d,petrol,125.0,volkswagen,Tiguan,12.0,2023.0,volkswagen Tiguan
6264,99559.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/20-tdi-r-line-pano-acc-trekh-lijna-garantie/id/4897955,25999.0,Euro 6d-TEMP,diesel,131.0,volkswagen,Tiguan,12.0,2019.0,volkswagen Tiguan
6265,12644.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15-etsi-dsg-elegance-acc-ergo-camera/id/4897702,38990.0,Euro 6,petrol,125.0,volkswagen,Tiguan,0.0,2025.0,volkswagen Tiguan
6266,78000.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15-tsi-r-line-dsg-full-option/id/4897599,27490.0,Euro 6d,petrol,125.0,volkswagen,Tiguan,12.0,2020.0,volkswagen Tiguan
6267,95000.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/20-tdi-scr-rline-intext/id/4896460,26250.0,Euro 6d,diesel,125.0,volkswagen,Tiguan,0.0,2020.0,volkswagen Tiguan
6268,27750.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-150pk-dsg-life-business-camera-dig-dash/id/4896795,29850.0,Euro 6d,petrol,150.0,volkswagen,Tiguan,12.0,2023.0,volkswagen Tiguan
6270,85683.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/15tsi-act-opf-comfortline-gps-camera-digairco-al/id/4896555,21990.0,Euro 6,petrol,132.0,volkswagen,Tiguan,12.0,2020.0,volkswagen Tiguan
6271,12000.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/elegance-15-etsi-150ps110kw-dsg7-202/id/4895574,40643.0,Euro 6,petrol,0.0,volkswagen,Tiguan,0.0,2025.0,volkswagen Tiguan
6272,12000.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/elegance-15-etsi-150ps110kw-dsg7-202/id/4895570,40643.0,Euro 6,petrol,0.0,volkswagen,Tiguan,0.0,2025.0,volkswagen Tiguan
6273,12000.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/elegance-15-etsi-150ps110kw-dsg7-202/id/4895571,40643.0,Euro 6,petrol,0.0,volkswagen,Tiguan,0.0,2025.0,volkswagen Tiguan
6274,12000.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/elegance-15-etsi-150ps110kw-dsg7-202/id/4895573,40643.0,Euro 6,petrol,0.0,volkswagen,Tiguan,0.0,2025.0,volkswagen Tiguan
6275,12000.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/elegance-15-etsi-150ps110kw-dsg7-202/id/4895572,40643.0,Euro 6,petrol,0.0,volkswagen,Tiguan,0.0,2025.0,volkswagen Tiguan
6276,64223.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/20-tdi-comfortline-bluemotion/id/4895217,21199.0,Euro 6d-TEMP,diesel,150.0,volkswagen,Tiguan,12.0,2019.0,volkswagen Tiguan
6277,72480.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-elegance-dsgcarplayfull-ledcamerapdc-av-arrja/id/4895485,25998.0,Euro 6,petrol,130.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
6278,55414.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/activegpscameracarplayhayon-electcapteurs-avarattelage/id/4893300,25990.0,Euro 6d,diesel,119.0,volkswagen,Tiguan,12.0,2022.0,volkswagen Tiguan
6279,55414.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/activegpscameracarplayhayon-electcapteurs-avarattelage/id/4891802,25990.0,Euro 6,diesel,119.0,volkswagen,Tiguan,12.0,2022.0,volkswagen Tiguan
6280,74784.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/iii-comfortline/id/4892714,25990.0,Euro 6,petrol,129.0,volkswagen,Tiguan,12.0,2020.0,volkswagen Tiguan
6281,110029.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/16-tdi-scr-comfortline-full-ledalcantaracruise/id/4892678,17990.0,Euro 6d-TEMP,diesel,128.0,volkswagen,Tiguan,12.0,2019.0,volkswagen Tiguan
6282,54449.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-act-comfortline-1e-main-etat-neuf-full-his/id/4892803,21990.0,Euro 6d,petrol,143.0,volkswagen,Tiguan,12.0,2019.0,volkswagen Tiguan
6283,71797.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/comfortline-15-tsi-150-pk-dsg-automaat/id/4892156,26990.0,Euro 6d,petrol,133.0,volkswagen,Tiguan,12.0,2020.0,volkswagen Tiguan
6284,19324.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15-etsi-mhev-act-life-plus-opf-dsg/id/4891361,33790.0,Euro 6,petrol,125.0,volkswagen,Tiguan,0.0,2024.0,volkswagen Tiguan
6285,58278.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/automaat150pkcamerasensorencarplaygpstopwaybe/id/4891546,28990.0,Euro 6d,petrol,130.0,volkswagen,Tiguan,12.0,2022.0,volkswagen Tiguan
6286,30178.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/14-ehybridtrekhaak360-cameracarplayzetelverwa/id/4890653,36990.0,Euro 6d,hybrid - petrol,33.0,volkswagen,Tiguan,12.0,2023.0,volkswagen Tiguan
6287,77001.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/20-tdi-comfortline-bluemotion/id/4890855,18299.0,Euro 5,diesel,123.0,volkswagen,Tiguan,12.0,2017.0,volkswagen Tiguan
6288,100885.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/activegpscameracarplayhayon-elec/id/4890582,24490.0,Euro 6d,diesel,119.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
6289,102486.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-dsg-spo-r-t-line-gar-12-mois/id/4891642,28990.0,Euro 6d,petrol,133.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
6290,22245.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-act-r-line/id/4890962,39099.0,Euro 6d,petrol,159.0,volkswagen,Tiguan,12.0,2024.0,volkswagen Tiguan
6291,92583.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/14ehybrid-opf-elegance-dsg-gps-camera-panodak-dig/id/4891474,27990.0,Euro 6,hybrid - petrol,44.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
6292,5000.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-life-business-15-etsi-96-kw-131-pk-7-versnellingen-dsg/id/4890731,38990.0,Euro 6,petrol,140.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
6293,63028.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/14-ehybrid-r-line/id/4890968,38199.0,Euro 6d-TEMP,hybrid - petrol,39.0,volkswagen,Tiguan,12.0,2023.0,volkswagen Tiguan
6294,117001.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/highline-tsi-full/id/4891260,12990.0,Euro 6b,petrol,149.0,volkswagen,Tiguan,12.0,2016.0,volkswagen Tiguan
6296,47630.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/carplay-camera-dsg-keyless/id/4891650,26400.0,Euro 6,petrol,125.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
6297,76171.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-act-garantie-12-mois-sport/id/4890226,19490.0,Euro 6d,petrol,128.0,volkswagen,Tiguan,12.0,2019.0,volkswagen Tiguan
6298,16288.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/15-etsi-mhev-act-life-plus-dsg/id/4890297,33990.0,Euro 6,petrol,125.0,volkswagen,Tiguan,0.0,2024.0,volkswagen Tiguan
6301,122865.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/14-ehybrid-life/id/4888848,23599.0,Euro 6d,hybrid - petrol,33.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
6302,30395.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/14-tsi-245pk-ehybrid-life-business-panoramadak-navigatie-apple-carplayandroid-auto-camera-parkeersensoren-adaptive-cruise-control-elektrische-achterklep-virtual-cockpit-lichtmetalen-velgen-climate-control/id/4890414,34890.0,Euro 6d-TEMP,hybrid - petrol,34.0,volkswagen,Tiguan,0.0,2023.0,volkswagen Tiguan
6303,85766.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-act-life-navi-leder-virtual-cockpit/id/4890272,23995.0,Euro 6d-TEMP,petrol,128.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
6304,85656.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15-tsi-act-opf-comfortline/id/4887489,22600.0,Euro 6d-TEMP,petrol,125.0,volkswagen,Tiguan,0.0,2021.0,volkswagen Tiguan
6305,5663.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/15e-tsi-dsg-life-iq-drive-winter-pack-gps-led-cam-alu18/id/4887472,36995.0,Euro 6,petrol,0.0,volkswagen,Tiguan,3.0,2024.0,volkswagen Tiguan
6306,118000.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/20-tdi-scr-4motion-life-business-dsg-1eig/id/4887963,27999.0,Euro 6d,diesel,127.0,volkswagen,Tiguan,12.0,2022.0,volkswagen Tiguan
6308,83100.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-active-dsgcarplaysgvol-chaufcamera/id/4886119,25790.0,Euro 6d,petrol,163.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
6309,77656.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/elegance-15tsidsgatrpanoouvrantnavibi-zone/id/4886852,26490.0,Euro 6d,petrol,130.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
6310,25867.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15-etsi-mhev-act-life-plus-opf-dsg/id/4886935,32990.0,Euro 6,petrol,125.0,volkswagen,Tiguan,0.0,2024.0,volkswagen Tiguan
6311,12550.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-14-ehybrid-opf-dsg-life-carplay-android/id/4884996,28995.0,Euro 6d,hybrid - petrol,125.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
6312,69000.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-act-opf-camera-clim-trizone-led-amb/id/4885081,22450.0,Euro 6d,petrol,109.0,volkswagen,Tiguan,12.0,2023.0,volkswagen Tiguan
6313,27472.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/new-model-tsi-r-lineblackcarplaycammassage/id/4883405,43950.0,Euro 6d-TEMP,petrol,147.0,volkswagen,Tiguan,12.0,2024.0,volkswagen Tiguan
6315,110904.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-act-comfortline-navi-leder-virtual-cockpit/id/4882786,19995.0,Euro 6d-TEMP,petrol,128.0,volkswagen,Tiguan,12.0,2020.0,volkswagen Tiguan
6316,68248.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-phev245pkautomaatgpscarplaytopwaybe/id/4882320,29990.0,Euro 6d,hybrid - petrol,37.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
6319,19636.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/15-etsi-mhev-act-life-premium-dsg/id/4881698,33790.0,Euro 6,petrol,125.0,volkswagen,Tiguan,0.0,2024.0,volkswagen Tiguan
6320,10703.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/15-etsi-mhev-act-life-premium-opf-dsg/id/4881771,34290.0,Euro 6,petrol,125.0,volkswagen,Tiguan,0.0,2024.0,volkswagen Tiguan
6321,85682.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15-tsi-act-opf-dsg-r-line-trekhaak/id/4880810,24990.0,Euro 6d-TEMP,petrol,125.0,volkswagen,Tiguan,12.0,2019.0,volkswagen Tiguan
6322,40595.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-r-line-business-premium-15tsi-150pk-automaatpano-dakr-linepdcnavicruisedigital-dashboard/id/4880798,35490.0,Euro 6d,petrol,159.0,volkswagen,Tiguan,12.0,2023.0,volkswagen Tiguan
6323,42174.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15tsi-united-automaattrekhaakzetelverwarmingadaptive-cruiseapp-connectnavidigital-dashboard/id/4880800,35490.0,Euro 6,petrol,120.0,volkswagen,Tiguan,12.0,2024.0,volkswagen Tiguan
6324,69374.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/automaatgps360-cameratrekhaaktopwaybe/id/4880720,27990.0,Euro 6d,petrol,130.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
6326,34970.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/20tdilifecapteursgps/id/4878900,28490.0,Euro 6,diesel,147.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
6327,100042.0,manual,https://gocar.be/en/cars/volkswagen/tiguan/r-line-20tdi-150cv-bte6-climgpsregvit/id/4879070,24990.0,Euro 6d,diesel,119.0,volkswagen,Tiguan,12.0,2019.0,volkswagen Tiguan
6328,54795.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/15-life-dsg-2y-warranty/id/4879676,29990.0,Euro 6d,petrol,130.0,volkswagen,Tiguan,12.0,2022.0,volkswagen Tiguan
6329,127114.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-20-tdi-4motion-platinum-dsg/id/4879269,24995.0,Euro 6d,diesel,125.0,volkswagen,Tiguan,0.0,2019.0,volkswagen Tiguan
6330,64348.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/20tdi-rline-1erpro-cockpit-to-gps-camera-carplay/id/4878551,34990.0,Euro 6d,diesel,152.0,volkswagen,Tiguan,12.0,2022.0,volkswagen Tiguan
6331,119000.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/20-tdi-scr-comfortline-dsg-clim-bizone-attache/id/4878709,19450.0,Euro 6d,diesel,113.0,volkswagen,Tiguan,12.0,2018.0,volkswagen Tiguan
6332,90650.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/15tsi-act-highline-dsg7-face-lift-gps-camera-dig/id/4878191,26900.0,Euro 6,petrol,130.0,volkswagen,Tiguan,12.0,2020.0,volkswagen Tiguan
6333,127000.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15-tsi-dsg-r-line-pano-leder-360/id/4878378,27500.0,Euro 6d,petrol,125.0,volkswagen,Tiguan,0.0,2020.0,volkswagen Tiguan
6334,28800.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-14-tsi-dsg-highline-1ste-eigenaar/id/4878388,24400.0,Euro 6,petrol,125.0,volkswagen,Tiguan,0.0,2017.0,volkswagen Tiguan
6335,58000.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-14-tsi-dsg-r-line-pano-leder/id/4878384,25950.0,Euro 6,petrol,125.0,volkswagen,Tiguan,0.0,2017.0,volkswagen Tiguan
6336,78000.0,automatic,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15-tsi-dsg-r-line-pano-dak-carplay/id/4878382,33450.0,Euro 6d,petrol,125.0,volkswagen,Tiguan,0.0,2021.0,volkswagen Tiguan
